clee,id,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,clase_actividad_id,edificio_piso,sector_actividad_id,subsector_actividad_id,rama_actividad_id,subrama_actividad_id,edificio,tipo_asentamiento,fecha_alta,areageo,ubicacion caps,municipio,estado
19048461212001361000000000U6,3016623,DEPOSITO RIVERA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ROMULO LOZANO,624,,LA ERMITA,66129,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4294653,25.69516445,,,,1064,48,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19006461212001801000000000U9,3053491,DEPOSITO RL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GUATEMALA,,,NUEVO AMANECER 2DO SECT,66636,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",8180180679,,,Fijo,-100.2480712,25.77281888,,,,1083,13,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19026461110024661010000000U4,3008551,DEPOSITO ROBERT,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,AARON SAENZ,117,,CRISPIN TREVIÑO,67190,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.180257,25.67098828,,,,239A,30,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19048461212001171000000000U9,3018777,DEPOSITO ROBERT,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,HUEHUETEOTL,315,,RINCON DE LAS MITRAS (FOMERREY 2),66139,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4294042,25.68779834,,,,189,30,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039431110000211010000000U6,3050352,DEPOSITO ROBERTS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FUNDADORES DEL EJIDO,6473,,LOMAS DE CUMBRES,64300,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183818251,,,Fijo,-100.3825675,25.74844491,,,,3409,40,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19048461110007741010000000U9,3005795,DEPOSITO ROBLEDO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LUIS DONALDO COLOSIO MURRIETA,233,0,SAN GUILLERNO,66368,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.4683444,25.69543154,,,,1276,2,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19048461212000031000000000U6,3018833,DEPOSITO ROBLES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ROBLES,164,,CIMA DE LAS MITRAS,66114,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",8128801779,,,Fijo,-100.4249051,25.69309242,,,,969,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19039461110056221011000000U1,3048045,DEPOSITO ROCA,CODSA SA,Comercio al por menor de cerveza,6 a 10 personas,AVENIDA,LAS ROCAS,8833,0,SAN BERNABE,64100,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3764512,25.75478754,,,,29,31,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461110016551000000000U7,2926261,DEPOSITO ROCHA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PLAN DE AYALA,5317,,EMILIANO ZAPATA,67110,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2017584,25.69675597,,,,2277,23,461212,,46,461,4612,46121,,COLONIA,2014-12,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19005461212000141000000000U3,3008391,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ZARAGOZA,202,,CENTRO,65050,"ANÁHUAC, Anáhuac, NUEVO LEÓN   ",,,,Fijo,-100.1413912,27.23232197,,,,552,27,461212,,46,461,4612,46121,,COLONIA,2010-07,190050001,ANÁHUAC, Anáhuac, NUEVO LEÓN   
19006461110025431010000000U3,2943252,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO ELBA,0,0,PUEBLO NUEVO,66646,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1667571,25.76382001,,,,564,16,461212,,46,461,4612,46121,,COLONIA,2014-12,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19011461110000831000000000U3,7318598,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,611,0,CENTRO,65900,"CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   ",,,,Fijo,-99.62082825,26.08744075,,,,437,4,461212,,46,461,4612,46121,,COLONIA,2019-11,190110001,CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   
19019461212000181000000000U0,3022092,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,5 DE MAYO,,,SAN PEDRO GARZA GARCIA NUEVO LEON,66230,"SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   ",8126122005,,,Fijo,-100.4039596,25.65906642,,,,012A,32,461212,,46,461,4612,46121,,COLONIA,2010-07,190190001,SAN PEDRO GARZA GARCÍA, San Pedro Garza García, NUEVO LEÓN   
19031461212003571000000000U4,7637146,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,REFORMA,1001,,INFONAVIT BENITO JUAREZ,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.09932,25.65235087,,,,158,19,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2019-11,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19033461212000251000000000U2,3047199,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO COLORADO,121,,VILLASECA,67790,"LINARES, Linares, NUEVO LEÓN   ",,,,Fijo,-99.56559186,24.85147346,,,,472,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190330001,LINARES, Linares, NUEVO LEÓN   
19039461110051651010000000U4,3041205,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CANELOS,,,NOGALES DE LA SIERRA,64988,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2371237,25.58394035,,,,2970,8,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039462112008571010000000U3,2961853,DEPÓSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DECRETO PRESIDENCIAL,6764,,PLUTARCO ELIAS CALLES,64108,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3845328,25.74942913,,,,3362,24,461212,,46,461,4612,46121,,COLONIA,2014-12,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039461110036021010000000U0,2934978,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,SIN REFERENCIA,7522,,UNIDAD DEL PUEBLO,64235,"MONTERREY, Monterrey, NUEVO LEÓN   ",8184005950,,,Fijo,-100.3405394,25.74719421,,,,4055,2,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039461212007581000000000U2,2958773,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,AVENIDA DE LOS ASTROS,,,BARRIO MARGARITAS,64102,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.4026869,25.77170833,,,,4835,22,461212,,46,461,4612,46121,,COLONIA,2014-12,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19046461110005141010000000U8,3027991,DEPOSITO RODRIGUEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DELFINES,601,,JARDINES DEL MEZQUITAL,66445,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2448477,25.74984898,,,,536,38,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19046461212001131000000000U7,3035785,DEPOSITO RODRIGUEZ,DEPOSITO RODRIGUEZ ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,XICOTENCATL,118,,AZTECA,66480,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",,,,Fijo,-100.2677039,25.71918887,,,,1233,27,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19039461110022081010000000U0,3039798,DEPOSITO ROSALES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MADAGASCAR,4429,,LADERAS DEL MIRADOR,64765,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183871719,,,Fijo,-100.305562,25.63004501,,,,2472,22,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19039461212004721000000000U7,3021899,DEPOSITO ROSITA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,JAUMAVE,4050,,UNIDAD HABITACIONAL ABRAHAM LINCOLN,64310,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183708885,,,Fijo,-100.3549763,25.71170057,,,,4680,19,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19011461212000111000000000U4,3017257,DEPOSITO RUBEN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PADRE MIER,812,,CENTRO,65900,"CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   ",,,,Fijo,-99.60996104,26.08319551,,,,193,28,461212,,46,461,4612,46121,,COLONIA,2010-07,190110001,CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   
19026461212003541000000000U7,2917749,DEPOSITO RUBI,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,101,0,LA ROCA,67180,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2154111,25.67462971,,,,618,10,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19031461212002431000000000U2,2988328,DEPOSITO RUBI BUDLIGHT,,Comercio al por menor de cerveza,0 a 5 personas,PRIVADA,NOGAL,137,,VALLE DEL VIRREY,67250,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1401557,25.65267735,,,,618,41,461212,,46,461,4612,46121,,COLONIA,2014-12,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19039461212008171000000000U1,3034080,DEPOSITO RUBLO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CABEZADA,,,VALLE DE LA ESPERANZA LA ALIANZA,64103,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.4024908,25.78249281,,,,4996,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212003111000000000U9,2918932,DEPOSITO RUDÍ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ARTURO B. DE LA GARZA,1410,,VALLES DE LA SILLA,67180,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.208465,25.66430538,,,,1584,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19046461212001571000000000U4,3031902,DEPOSITO RUIZ CORTINES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,LICENCIADO ADOLFO RUIZ CORTINES,324,,INDUSTRIAS DEL VIDRIO,66490,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",8181410303,,,Fijo,-100.2604075,25.70310997,,,,381,29,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19046461212002271000000000U0,3035971,DEPOSITO SA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PUEBLA,149,0,DIAZ ORDAZ,66480,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",8183836187,,,Fijo,-100.2716314,25.71540952,,,,1229,29,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19038461212000891000000000U4,2999629,DEPOSITO SAENZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CUAUHTEMOC,1411,0,MONTEMORELOS,67500,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.81878834,25.18951456,,,,445,8,461212,,46,461,4612,46121,,CIUDAD,2014-12,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19047461110000811000000000U9,2941237,DEPOSITO SALAZAR,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,NIÑOS HEROES,201,0,REVOLUCION,65600,"HIDALGO, Hidalgo, NUEVO LEÓN   ",,,,Fijo,-100.4494665,25.97217721,,,,139,2,461212,,46,461,4612,46121,,COLONIA,2010-07,190470001,HIDALGO, Hidalgo, NUEVO LEÓN   
19046461110017081010000000U2,3006983,DEPOSITO SALDAÑA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DIVISION DEL NORTE,301,0,FRANCISCO VILLA,66430,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",8116083426,,,Fijo,-100.2755843,25.74746106,,,,017A,47,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19045431213000021000000000U8,2925671,DEPÓSITO SALINAS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,JOSE MARIA MORELOS Y PAVON,0,0,CENTRO,65500,"SALINAS VICTORIA, Salinas Victoria, NUEVO LEÓN   ",,,,Fijo,-100.2905091,25.96011521,,,,219,32,461212,,46,461,4612,46121,,COLONIA,2010-07,190450001,SALINAS VICTORIA, Salinas Victoria, NUEVO LEÓN   
19039461212003881000000000U0,3038953,DEPOSITO SAMUEL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,POPOTLA,1308,,BUENOS AIRES,64800,"MONTERREY, Monterrey, NUEVO LEÓN   ",8183585215,,,Fijo,-100.2868216,25.66225957,,,,1794,13,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19026461212003971000000000U6,2929395,DEPOSITO SAN AGUSTIN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,RIO COLORADO,,,JARDINES DEL RIO,67116,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8183274250,,,Fijo,-100.1848778,25.69650982,,,,1936,23,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19039461212009371000000000U6,8829696,DEPOSITO SAN ANTONIO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,JOSE LOPEZ COLLADO,2212,,FERROCARRILERA,64250,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3377624,25.72615193,,,,531,5,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19018461110012021010000000U2,2954086,DEPOSITO SAN BLAS,GRUPO MODELO ,Comercio al por menor de cerveza,0 a 5 personas,CALLE,DOCTOR WILLIAM BRADLEY COLEY,178,,VALLE DE SAN BLAS,66025,"GARCÍA, García, NUEVO LEÓN   ",8117095278,,,Fijo,-100.5683557,25.80085674,,,,107A,38,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190180001,GARCÍA, García, NUEVO LEÓN   
19046461212001921000000000U1,3004733,DEPOSITO SAN DIEGO,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,SENDERO NORTE,806,,EL MIRADOR DE SAN NICOLAS (FOMERREY 129),66422,"SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   ",8183073509,LUCERO.A.RUIZ@GMAIL.COM,,Fijo,-100.3223458,25.76366376,,,,177A,2,461212,,46,461,4612,46121,,COLONIA,2010-07,190460001,SAN NICOLÁS DE LOS GARZA, San Nicolás de los Garza, NUEVO LEÓN   
19006461212000561000000000U0,3053838,DEPOSITO SAN FRANCISCO,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,AÑO INTERNACIONAL DE LA MUJER,518,0,MUJERES ILUSTRES,66635,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",8183120994,,,Fijo,-100.2615049,25.76721838,,,,137A,3,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19018461212002711000000000U4,8731395,DEPOSITO SAN FRANCISCO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CEREZO,,,FOMERREY AMPL NOGALES,66000,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.603749,25.80462441,,,,315,2,461212,,46,461,4612,46121,,COLONIA,2019-11,190180001,GARCÍA, García, NUEVO LEÓN   
19006461212000571000000000U9,3039489,DEPOSITO SAN GENARO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CAMINO A SAN JAVIER,228,,SAN JAVIER,66644,"CIUDAD APODACA, Apodaca, NUEVO LEÓN   ",,,,Fijo,-100.1532808,25.73820101,,,,183A,10,461212,,46,461,4612,46121,,COLONIA,2010-07,190060001,CIUDAD APODACA, Apodaca, NUEVO LEÓN   
19026461212000121000000000U1,2923695,DEPÓSITO SAN JORGE,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,MEXICO,320,,HACIENDA SAN MIGUEL,67113,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",8183416868,,,Fijo,-100.1911578,25.72221486,,,,2455,10,461212,,46,461,4612,46121,,COLONIA,2010-07,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19018461212000561000000000U5,2922334,DEPÓSITO SAN JOSÉ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GEODA,,,SAN JOSE TERCER SECTOR,66000,"GARCÍA, García, NUEVO LEÓN   ",8119526262,,,Fijo,-100.6022463,25.7830441,,,,781,13,461212,,46,461,4612,46121,,COLONIA,2010-07,190180001,GARCÍA, García, NUEVO LEÓN   
19039461212009191000000000U8,8466251,DEPOSITO SAN JUDAS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GUADALAJARA,4708,,LOS ALTOS,64370,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.3682657,25.71569861,,,,601,26,461212,,46,461,4612,46121,,COLONIA,2019-11,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19032461110000321010000000U1,3010000,DEPOSITO SAN MIGUEL,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,8,,CENTRO,65070,"LAMPAZOS DE NARANJO, Lampazos de Naranjo, NUEVO LEÓN   ",,,,Fijo,-100.500609,27.02513205,,,,437,19,461212,,46,461,4612,46121,,COLONIA,2010-07,190320001,LAMPAZOS DE NARANJO, Lampazos de Naranjo, NUEVO LEÓN   
19038461212001041000000000U5,8506422,DEPOSITO SAN PANCHO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,GENERAL CALIXTO FERNANDEZ,,,FRANCISCO VILLA,67587,"MONTEMORELOS, Montemorelos, NUEVO LEÓN   ",,,,Fijo,-99.82117098,25.17341557,,,,290,3,461212,,46,461,4612,46121,,COLONIA,2019-11,190380001,MONTEMORELOS, Montemorelos, NUEVO LEÓN   
19018461212002851000000000U8,8731786,DEPOSITO SAN PEDRO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,CAMINO A ICAMOLE,,,POPULAR JOSE PAEZ GARCIA,66000,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.6214058,25.81131799,,,,137,31,461212,,46,461,4612,46121,,COLONIA,2019-11,190180001,GARCÍA, García, NUEVO LEÓN   
19026461212004201000000000U7,2978674,DEPOSITO SAN PEDRO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,ESMERALDA,339,,PEDREGAL DE LINDA VISTA,67112,"GUADALUPE, Guadalupe, NUEVO LEÓN   ",,,,Fijo,-100.2043595,25.71455339,,,,2296,4,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2014-12,190260001,GUADALUPE, Guadalupe, NUEVO LEÓN   
19021461212000811000000000U8,2938610,DEPOSITO SANCHEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,TITANIO,,,JARDINES DE SAN MARTIN,66061,"CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   ",,,,Fijo,-100.3675752,25.8085418,,,,594,6,461212,,46,461,4612,46121,,COLONIA,2010-07,190210001,CIUDAD GENERAL ESCOBEDO, General Escobedo, NUEVO LEÓN   
19022461212000371000000000U8,3045692,DEPOSITO SANCHEZ,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,NINGUNO,0,0,GENERAL TERAN,67400,"CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   ",8261146058,,,Fijo,-99.67949056,25.25237413,,,,515,1,461212,,46,461,4612,46121,,CIUDAD,2010-07,190220001,CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   
19031461212000601000000000U2,3011398,DEPOSITO SANCHEZ,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,COAHUILA,115,,COAHUILA,67257,"CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   ",8183261420,,,Fijo,-100.146133,25.6602224,,,,302,6,461212,,46,461,4612,46121,,COLONIA,2010-07,190310001,CIUDAD BENITO JUÁREZ, Juárez, NUEVO LEÓN   
19029461212000011000000000U8,3046374,DEPOSITO SANTA ROSA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PROLONGACION ALLENDE,0,0,SANTA ROSA,67895,"HUALAHUISES, Hualahuises, NUEVO LEÓN   ",8182180184,,,Fijo,-99.67348258,24.87870761,,,,107,31,461212,,46,461,4612,46121,,COLONIA,2010-07,190290001,HUALAHUISES, Hualahuises, NUEVO LEÓN   
19022461212000491000000000U7,8261820,DEPOSITO SANTANA NUEVO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,NINGUNO,0,0,SANTANA NUEVO,67400,"CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   ",8261151482,JODELGADILLO@HOTMAIL.COM,,Fijo,-99.68197748,25.25398746,,,,515,3,461212,,46,461,4612,46121,,COLONIA,2019-11,190220001,CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   
19022461212000211000000000U9,3045545,DEPOSITO SANTO DOMIGO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MARIANO ARISTA,,,CENTRO,67400,"CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   ",8262670744,,,Fijo,-99.67550419,25.26164224,,,,290,48,461212,,46,461,4612,46121,,COLONIA,2010-07,190220001,CIUDAD GENERAL TERÁN, General Terán, NUEVO LEÓN   
19045461212000431000000000U4,2940655,DEPÓSITO SANTO PECADO,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,TERCERA AVENIDA,0,0,SATELITE DEL NORTE,65500,"CIUDAD SATÉLITE DEL NORTE, Salinas Victoria, NUEVO LEÓN   ",8184520125,,,Fijo,-100.2653418,25.91403837,,,,399,16,461212,,46,461,4612,46121,,COLONIA,2014-12,190450241,CIUDAD SATÉLITE DEL NORTE, Salinas Victoria, NUEVO LEÓN   
19032461212000211000000000U8,2939277,DEPOSITO SANTOS,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,114,0,FERROCARRILERA,65070,"LAMPAZOS DE NARANJO, Lampazos de Naranjo, NUEVO LEÓN   ",,,,Fijo,-100.5141207,27.02622237,,,,441,3,461212,,46,461,4612,46121,,COLONIA,2014-12,190320001,LAMPAZOS DE NARANJO, Lampazos de Naranjo, NUEVO LEÓN   
19011461212000141000000000U1,3017247,DEPOSITO SARES,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,PADRE MIER,418,,CIUDAD CERRALVO,65900,"CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   ",,,,Fijo,-99.61257061,26.08690744,,,,193,5,461212,,46,461,4612,46121,,COLONIA,2010-07,190110001,CIUDAD CERRALVO, Cerralvo, NUEVO LEÓN   
19039461212007041000000000U7,6216098,DEPOSITO SATELITE,,Comercio al por menor de cerveza,0 a 5 personas,AVENIDA,EUGENIO GARZA SADA,,,MEDEROS,64950,"MONTERREY, Monterrey, NUEVO LEÓN   ",,,,Fijo,-100.2698182,25.6078674,,,,3767,22,461212,,46,461,4612,46121,,COLONIA,2010-07,190390001,MONTERREY, Monterrey, NUEVO LEÓN   
19048461212003161000000000U8,7961936,DEPOSITO SAUCEDO,,Comercio al por menor de cerveza,0 a 5 personas,,NINGUNO,,,BOSQUES DE LA HUASTECA,66354,"CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   ",,,,Fijo,-100.5007344,25.70618845,,,,1596,16,461212,,46,461,4612,46121,,COLONIA,2019-11,190480001,CIUDAD SANTA CATARINA, Santa Catarina, NUEVO LEÓN   
19018461212001821000000000U2,2919994,DEPOSITO SEPULVEDA,,Comercio al por menor de cerveza,0 a 5 personas,PEATONAL,BENITO JUAREZ,401,,INFONAVIT NOGALES,66000,"GARCÍA, García, NUEVO LEÓN   ",,,,Fijo,-100.5911968,25.80603545,,,,141,21,461212,,46,461,4612,46121,,FRACCIONAMIENTO,2010-07,190180001,GARCÍA, García, NUEVO LEÓN   
19031461212001341000000000U4,3017670,DEPOSITO SERAFIN,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,FRESNO,318,,SALVADOR CHAVEZ MORA,67250,"JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   ",,,,Fijo,-100.1844692,25.6256495,,,,266,8,461212,,46,461,4612,46121,,COLONIA,2010-07,190310045,JARDINES DE LA SILLA (JARDINES), Juárez, NUEVO LEÓN   
19033461212000642000000000U2,3036942,DEPÓSITO SERVICAR LA DUEÑA,,Comercio al por menor de cerveza,0 a 5 personas,CALLE,MANUEL ACUÑA,,,VILLEGAS,67700,"LINARES, Linares, NUEVO LEÓN   ",8211022503,,,Fijo,-99.56215228,24.85549419,,,,650,26,461212,,46,461,4612,46121,,COLONIA,2010-07,190330001,LINARES, Linares, NUEVO LEÓN   
